setup,step,dirichlet_ratio,R2_with_Z,R2_with_X,predicted_optimum_R2_Z_X
grid_X,550,0.147133469581604,0.9999937415122986,0.916264533996582,0.9162423014640808
grid_X,600,0.1471356898546219,0.9999864101409912,0.9162587523460388,0.9162423014640808
grid_X,650,0.14713549613952637,0.9999826550483704,0.916196882724762,0.9162423014640808
grid_X,700,0.14713390171527863,0.9999910593032837,0.9162485599517822,0.9162423014640808
grid_X,750,0.1471412032842636,0.9999765157699585,0.916289746761322,0.9162423014640808
grid_X,800,0.14713440835475922,0.9999873638153076,0.9161819219589233,0.9162423014640808
grid_X,850,0.14713506400585175,0.999989926815033,0.9162105917930603,0.9162423014640808
grid_X,900,0.14714108407497406,0.9999673962593079,0.9163410067558289,0.9162423014640808
grid_X,950,0.14713861048221588,0.9999727010726929,0.9162251353263855,0.9162423014640808
grid_X,1000,0.14713513851165771,0.9999861717224121,0.9162360429763794,0.9162423014640808
grid_X,1050,0.14713755249977112,0.9999746084213257,0.9161899089813232,0.9162423014640808
grid_X,1100,0.14714424312114716,0.9999496936798096,0.9162920117378235,0.9162423014640808
grid_X,1150,0.14713852107524872,0.9999738931655884,0.9162733554840088,0.9162423014640808
grid_X,1200,0.14713779091835022,0.9999597072601318,0.9162362217903137,0.9162423014640808
grid_X,1250,0.14714574813842773,0.9999497532844543,0.9161796569824219,0.9162423014640808
grid_X,1300,0.1471422016620636,0.9999628663063049,0.9162589311599731,0.9162423014640808
grid_X,1350,0.14713715016841888,0.9999662041664124,0.9162400960922241,0.9162423014640808
grid_X,1400,0.14713729918003082,0.9999790787696838,0.9162300229072571,0.9162423014640808
grid_X,1450,0.14714956283569336,0.9999358057975769,0.9162938594818115,0.9162423014640808
grid_X,1500,0.14713594317436218,0.9999763369560242,0.9162209033966064,0.9162423014640808
grid_X,1550,0.1471450924873352,0.9999634623527527,0.9161852598190308,0.9162423014640808
grid_X,1600,0.147141233086586,0.9999580979347229,0.9161802530288696,0.9162423014640808
grid_X,1650,0.1471412181854248,0.9999586343765259,0.9161767959594727,0.9162423014640808
grid_X,1700,0.14714159071445465,0.9999644160270691,0.9161719083786011,0.9162423014640808
grid_X,1750,0.14713536202907562,0.9999780058860779,0.9162145853042603,0.9162423014640808
grid_X,1800,0.14713861048221588,0.9999650716781616,0.9162218570709229,0.9162423014640808
grid_X,1850,0.1471409797668457,0.999950647354126,0.9162032008171082,0.9162423014640808
grid_X,1900,0.14714129269123077,0.9999456405639648,0.9161649942398071,0.9162423014640808
grid_X,1950,0.14713971316814423,0.9999649524688721,0.9161624908447266,0.9162423014640808
grid_X,2000,0.14714743196964264,0.9999369382858276,0.9161666035652161,0.9162423014640808
